ObjectID,Title,ConstituentID,Date,Medium,Dimensions,Classification,Department,DateAcquired,URL,ImageURL,OnView
52059,"Food for the Spirit #5",7017,1971,"Gelatin silver print, printed 1997","14 9/16 × 14 13/16" (37 × 37.6 cm)",Photograph,Photography,1998-06-11,https://www.moma.org/collection/works/52059,https://www.moma.org/media/W1siZiIsIjE1NjYzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e842496d780055dc,"MoMA, Floor 3, 3 East"
52060,"Food for the Spirit #6",7017,1971,"Gelatin silver print, printed 1997","14 9/16 × 14 15/16" (37 × 38 cm)",Photograph,Photography,1998-06-11,https://www.moma.org/collection/works/52060,https://www.moma.org/media/W1siZiIsIjE1NjYzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=325eb51c800edd4d,"MoMA, Floor 3, 3 East"
52061,"Food for the Spirit #7",7017,1971,"Gelatin silver print, printed 1997","14 9/16 × 14 15/16" (37 × 38 cm)",Photograph,Photography,1998-06-11,https://www.moma.org/collection/works/52061,https://www.moma.org/media/W1siZiIsIjE1NjYzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=06ce7b6f3e405d8b,"MoMA, Floor 3, 3 East"
52062,"Food for the Spirit #8",7017,1971,"Gelatin silver print, printed 1997","14 9/16 × 14 15/16" (37 × 38 cm)",Photograph,Photography,1998-06-11,https://www.moma.org/collection/works/52062,https://www.moma.org/media/W1siZiIsIjE1NjY0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=da936c0d31589b27,"MoMA, Floor 3, 3 East"
52063,"Food for the Spirit #9",7017,1971,"Gelatin silver print, printed 1997","14 9/16 × 14 13/16" (37 × 37.6 cm)",Photograph,Photography,1998-06-11,https://www.moma.org/collection/works/52063,https://www.moma.org/media/W1siZiIsIjE1NjY0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a1714ca346727cc2,"MoMA, Floor 3, 3 East"
52577,Untitled,6913,1990,"Gelatin silver print","8 15/16 × 12 3/4" (22.8 × 32.4 cm)",Photograph,Photography,1992-10-15,https://www.moma.org/collection/works/52577,https://www.moma.org/media/W1siZiIsIjIzMjQ2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3c036d83e7d1eb80,"MoMA, Floor 2, 209"
52883,"Parade—Hoboken, New Jersey",1973,1955,"Gelatin silver print","8 1/16 × 12 1/4" (20.5 × 31.1 cm)",Photograph,Photography,1959-04-22,https://www.moma.org/collection/works/52883,https://www.moma.org/media/W1siZiIsIjQ1NTg1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=88fd06a7e81d64e5,"MoMA, Floor 3, 3 South"
53380,"Wabash Avenue, Chicago",924,1959,"Gelatin silver print","8 7/8 × 13 1/2" (22.6 × 34.3 cm)",Photograph,Photography,1960-11-30,https://www.moma.org/collection/works/53380,https://www.moma.org/media/W1siZiIsIjE4NDI2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e10c7ad5eae1ddaa,"MoMA, Floor 4, 409"
53392,"Wabash Avenue, Chicago",924,1959,"Gelatin silver print","8 7/8 × 13 5/8" (22.4 × 34.6 cm)",Photograph,Photography,1960-11-30,https://www.moma.org/collection/works/53392,https://www.moma.org/media/W1siZiIsIjE4NDI2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ddf7e8c969d76ddb,"MoMA, Floor 4, 409"
53412,"Wabash Avenue, Chicago",924,1959,"Gelatin silver print","9 × 13 1/2" (22.9 × 34.2 cm)",Photograph,Photography,1960-11-30,https://www.moma.org/collection/works/53412,https://www.moma.org/media/W1siZiIsIjUxODI0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dbfdd1c5cb201e33,"MoMA, Floor 4, 409"
53414,"Cape Cod",1973,1959,"Gelatin silver print","9 1/8 × 13 1/4" (23.2 × 33.8 cm)",Photograph,Photography,1984-12-05,https://www.moma.org/collection/works/53414,https://www.moma.org/media/W1siZiIsIjEyMDg5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d4e355b80d9ad823,"MoMA, Floor 3, 3 South"
53434,"Wabash Avenue, Chicago",924,1959,"Gelatin silver print","9 × 13 3/8" (22.8 × 33.8 cm)",Photograph,Photography,1960-11-30,https://www.moma.org/collection/works/53434,https://www.moma.org/media/W1siZiIsIjUxODI0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=86464f3eeed410ef,"MoMA, Floor 4, 409"
53438,Detroit,1973,1955,"Gelatin silver print","8 9/16 × 13 1/4" (21.8 × 33.7 cm)",Photograph,Photography,1984-12-05,https://www.moma.org/collection/works/53438,https://www.moma.org/media/W1siZiIsIjExOTY3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cbab8dddd53ff28e,"MoMA, Floor 3, 3 South"
53462,"Hoover Dam",1973,1956,"Gelatin silver print","12 1/8 × 7 15/16" (30.8 × 20.1 cm)",Photograph,Photography,1984-12-05,https://www.moma.org/collection/works/53462,https://www.moma.org/media/W1siZiIsIjQ1NTg3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=34848f8d9446c599,"MoMA, Floor 3, 3 South"
53522,Mary,1973,1961,"Gelatin silver print","13 × 8 5/8" (33 × 21.8 cm)",Photograph,Photography,1984-12-05,https://www.moma.org/collection/works/53522,https://www.moma.org/media/W1siZiIsIjQ1NTg3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dd4a167aa0529fe2,"MoMA, Floor 3, 3 South"
53544,"New York City",1973,1959,"Gelatin silver print","8 3/4 × 13 3/16" (22.3 × 33.5 cm)",Photograph,Photography,1984-12-05,https://www.moma.org/collection/works/53544,https://www.moma.org/media/W1siZiIsIjEyMDkyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=615ee278ff29a6fa,"MoMA, Floor 3, 3 South"
53617,Untitled,1594,1958,"Gelatin silver print","10 3/8 × 11" (26.2 × 27.9 cm)",Photograph,Photography,1960-11-30,https://www.moma.org/collection/works/53617,https://www.moma.org/media/W1siZiIsIjIxOTYwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a0b320a9a2e187cd,"MoMA, Floor 4, 409"
54516,"Grain Elevators II",8084,1949,"Gelatin silver print","10 1/8 × 12 9/16" (25.7 × 31.9 cm)",Photograph,Photography,1994-10-13,https://www.moma.org/collection/works/54516,https://www.moma.org/media/W1siZiIsIjE5MDM5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e0566805a4ee7957,"MoMA, Floor 5, 511"
54868,Kelp,6329,1930,"Gelatin silver print","7 7/16 × 9 3/8" (18.9 × 23.8 cm)",Photograph,Photography,1959-04-22,https://www.moma.org/collection/works/54868,https://www.moma.org/media/W1siZiIsIjIwOTA3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7577d1b7e6a42a5a,"MoMA, Floor 5, 509"
55003,"Bauhaus Balconies",1833,"c. 1928","Gelatin silver print","9 1/4 × 7" (23.5 × 17.8 cm)",Photograph,Photography,1967-06-06,https://www.moma.org/collection/works/55003,https://www.moma.org/media/W1siZiIsIjE1NjM1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6473e6b963bf4c3e,"MoMA, Floor 5, 511"
55069,Untitled,3948,1966,"Gelatin silver print","12 3/8 × 15 7/8" (31.5 × 40.3 cm)",Photograph,Photography,1967-06-06,https://www.moma.org/collection/works/55069,https://www.moma.org/media/W1siZiIsIjIwMTIwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=97d93fc0f05d06d6,"MoMA, Floor 4, 409"
55120,France,1000,1929,"Gelatin silver print, printed 1986","9 7/16 × 12 9/16" (24 × 32 cm)",Photograph,Photography,1987-12-10,https://www.moma.org/collection/works/55120,https://www.moma.org/media/W1siZiIsIjE0MjgwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8c3ac70dccc8dbcf,"MoMA, Floor 5, 517"
55154,"From the Bauhaus Roof",1833,"c. 1929","Gelatin silver print
","14 3/8 × 11 7/16" (36.6 × 29.1 cm)",Photograph,Photography,1940-04-05,https://www.moma.org/collection/works/55154,https://www.moma.org/media/W1siZiIsIjE1NjM1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=75c301bbb4e22fd8,"MoMA, Floor 5, 511"
55216,"Martha Graham",3979,"c. 1940","Gelatin silver print","13 9/16 × 10 7/16" (34.4 × 26.5 cm)
sheet  13 7/8 × 10 15/16" (35.3 × 27.9 cm)",Photograph,Photography,1959-04-22,https://www.moma.org/collection/works/55216,https://www.moma.org/media/W1siZiIsIjI0NTE0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=532675524f50b7ee,"MoMA, Floor 4, 409"
55679,"Untitled (Facial Cosmetic Variations)",3924,"January-February, 1972","Four chromogenic color prints, printed 1997","Each 19 1/4 × 12 3/4" (48.9 × 32.4 cm)",Photograph,Photography,1997-12-11,https://www.moma.org/collection/works/55679,https://www.moma.org/media/W1siZiIsIjMwMTI4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ac5ba4b18afea1dc,"MoMA, Floor 3, 3 East"
55779,"Ham and Eggs. Advertisement for The Delineator",5631,1929,"Gelatin silver print","7 5/8 × 9 1/2" (19.3 × 24.1 cm)",Photograph,Photography,1970-10-27,https://www.moma.org/collection/works/55779,https://www.moma.org/media/W1siZiIsIjE4NjYyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c1276e61f4698d5f,"MoMA, Floor 5, 519"
55965,"Untitled (Southern California Edison Plant at Long Beach), Towers",1214,"c. 1932","Gelatin silver print","11 7/16 × 9 1/16" (29 × 23.1 cm)",Photograph,Photography,1978-10-12,https://www.moma.org/collection/works/55965,https://www.moma.org/media/W1siZiIsIjIxOTY4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=867cb3720a2172a5,"MoMA, Floor 5, 519"
56043,"Gano Grain Elevator, Western Kansas",4109,1939,"Gelatin silver print","9 1/2 × 7 3/4" (24.1 × 19.7 cm)",Photograph,Photography,1941-12-10,https://www.moma.org/collection/works/56043,https://www.moma.org/media/W1siZiIsIjIwOTIzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d31865115261be08,"MoMA, Floor 5, 519"
56288,"Telephone Wires, Mexico",4039,"c. 1925","Palladium print","8 15/16 × 6 5/16" (22.8 × 16.1 cm)",Photograph,Photography,1959-12-30,https://www.moma.org/collection/works/56288,https://www.moma.org/media/W1siZiIsIjExOTA1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=752a3cfc0f4b8d2f,"MoMA, Floor 5, 519"
56399,"Hand, Indonesian Dancer, Java",3373,1958,"Gelatin silver print","6 7/8 × 5 3/4" (17.5 × 14.6 cm)",Photograph,Photography,1967-11-21,https://www.moma.org/collection/works/56399,https://www.moma.org/media/W1siZiIsIjExOTA1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c9d35d49142f95be,"MoMA, Floor 4, 409"
57364,"The Junior Interstate Ballroom Dance Champions, Yonkers, N.Y., 1963",208,1963,"Gelatin silver print","Image: 9 1/16 × 8 11/16" (23 × 22 cm)
Sheet: 14 × 11" (35.6 × 27.9 cm)",Photograph,Photography,1969-11-05,https://www.moma.org/collection/works/57364,https://www.moma.org/media/W1siZiIsIjU1Mzk0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9d442d62045c27d3,"MoMA, Floor 4, 409"
57757,"Untitled (Herbert Bliss)",3648,"March 18, 1950","Gelatin silver print","9 1/4 × 7 1/2" (23.5 × 19.0 cm)",Photograph,Photography,1979-12-13,NULL,NULL,"MoMA, Floor 4, 409"
58181,"Penny Picture Display, Savannah",1777,1936,"Gelatin silver print","8 5/8 × 6 15/16" (21.9 × 17.6 cm)",Photograph,Photography,1968-11-06,https://www.moma.org/collection/works/58181,https://www.moma.org/media/W1siZiIsIjIxMjAzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=622950e8839fd5f8,"MoMA, Floor 5, 521"
58857,"L'armoire à glace, rue Quincampoix, Paris",745,1932,"Gelatin silver print","15 7/16 × 11 5/8" (39.2 × 29.6 cm)",Photograph,Photography,1967-12-13,https://www.moma.org/collection/works/58857,https://www.moma.org/media/W1siZiIsIjQyNTYwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=febd38d6f63ca3a4,"MoMA, Floor 5, 517"
58958,"Composit for First Feature (A)",1973,1967,"Gelatin silver print","11 1/8 × 11 1/8" (28.2 × 28.2 cm)",Photograph,Photography,1968-01-10,https://www.moma.org/collection/works/58958,https://www.moma.org/media/W1siZiIsIjIwOTcxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9d622014d17e9c1a,"MoMA, Floor 3, 3 South"
58959,"Composit for First Feature (B)",1973,1967,"Gelatin silver print","11 1/8 × 11 9/16" (28.2 × 29.4 cm)",Photograph,Photography,1968-01-10,https://www.moma.org/collection/works/58959,https://www.moma.org/media/W1siZiIsIjIwOTcxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cf00c86e15ece3e3,"MoMA, Floor 3, 3 South"
58961,Marilyn,1973,1962,"Gelatin silver print","9 5/16 × 6 3/16" (23.7 × 15.7 cm)",Photograph,Photography,1968-01-10,https://www.moma.org/collection/works/58961,https://www.moma.org/media/W1siZiIsIjQ1NTg1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=51b20ea863dbfb29,"MoMA, Floor 3, 3 South"
60860,"Auti te Pape (Women at the River) from Noa Noa (Fragrant Scent)",2098,"1894, printed 1921","One from a series of eight woodcuts","composition: 8 1/16 x 13 15/16" (20.5 x 35.4 cm); sheet: 10 5/8 x 16 5/8" (27 x 42.2 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/60860,https://www.moma.org/media/W1siZiIsIjE2MzQ2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f6b22e129ec13d20,"MoMA, Floor 2, 2 South"
60996,"Maruru (Offerings of Gratitude)",2098,"1893-94, printed 1921","Wood engraving","composition: 8 1/16 x 14" (20.5 x 35.5 cm); sheet: 10 9/16 x 16 7/8" (26.8 x 42.8 cm)",Print,"Drawings & Prints",1943-09-23,https://www.moma.org/collection/works/60996,https://www.moma.org/media/W1siZiIsIjE2MzQ5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d92cb064e75251a0,"MoMA, Floor 2, 2 South"
61030,"Starfighter from Graphics of Capitalist Realism (Grafik des Kapitalistischen Realismus)",6191,"1967, published 1968","Screenprint  with glitter additions from a portfolio of six screenprints (one with four seed packets, one on plexiglass, and one with glitter additions)","composition and sheet: 20 7/8 x 32" (53 x 81.3cm)",Print,"Drawings & Prints",1995-01-24,https://www.moma.org/collection/works/61030,https://www.moma.org/media/W1siZiIsIjIwODExNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a1ade442f878ec62,"MoMA, Floor 4, 412"
61037,"Noa Noa (Fragrant Scent) from Noa Noa (Fragrant Scent)",2098,1893–94,Woodcut,"composition: 14 x 8 1/16" (35.5 x 20.5 cm); sheet: 15 1/2 x 9 5/8" (39.3 x 24.4 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/61037,https://www.moma.org/media/W1siZiIsIjI3OTMwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=da026fe254c86631,"MoMA, Floor 2, 2 South"
61106,"Te Atua (The Gods) from Noa Noa (Fragrant Scent)",2098,1893–94,Woodcut,"composition: 8 1/16 x 14" (20.5 x 35.5 cm); sheet: 15 9/16 x 9 3/4" (39.6 x 24.7 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/61106,https://www.moma.org/media/W1siZiIsIjI3OTMwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7411fd405bc37cf9,"MoMA, Floor 2, 2 South"
61125,"Night Eternal (Te Po)",2098,"1894, printed 1921",Woodcut,"composition: 8 1/16 x 14 1/16" (20.5 x 35.7 cm); sheet: 10 5/8 x 16 7/8" (27 x 42.8 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/61125,https://www.moma.org/media/W1siZiIsIjE2MzUwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c46ebf184b5d0ddd,"MoMA, Floor 2, 2 South"
61142,"L'Univers est crée(The Creation of the Universe)",2098,"1894, printed 1921",Woodcut,"composition: 8 1/16 x 13 7/8" (20.4 x 35.3 cm); sheet: 10 1/2 x 16 13/16" (26.7 x 42.7 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/61142,https://www.moma.org/media/W1siZiIsIjE2MzUxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d1776222ec011128,"MoMA, Floor 2, 2 South"
61651,"Salomé from the Saltimbanques series",4609,"1905, published 1913",Drypoint,"plate: 15 7/8 x 13 11/16" (40.3 x 34.7 cm); sheet: 25 5/16 x 20 1/16" (64.3 x 51 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/61651,https://www.moma.org/media/W1siZiIsIjE1OTEwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=de7a96cbfbae7c2a,"MoMA, Floor 2, 2 South"
61700,"Pierrot and Harlequin, Seated from the series Dix Pochoirs",4609,"published 1921",Pochoir,"composition: 8 1/4 x 10 1/2" (21 x 26.7 cm); sheet: 9 13/16 x 12 1/16" (24.9 x 30.6 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/61700,https://www.moma.org/media/W1siZiIsIjE3NTAxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3b6d5e6445b22cf3,"MoMA, Floor 2, 2 South"
61712,"Head of a Woman, in Profile (Tête de femme, de profil) from the Saltimbanques series",4609,1905,Drypoint,"plate: 11 7/16 x 9 13/16" (29.1 x 25 cm); sheet: 18 3/16 x 12 5/8" (46.2 x 32.1 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/61712,https://www.moma.org/media/W1siZiIsIjE1MjgzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=15f59d278e5b140e,"MoMA, Floor 2, 2 South"
61753,"Pierrot and Brown Harlequin, Standing from the series Dix Pochoirs",4609,"published 1921",Pochoir,"composition: 11 1/4 x 8 7/8" (28.5 x 22.6 cm); sheet: 12 1/8 x 9 1/2" (30.8 x 24.1 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/61753,https://www.moma.org/media/W1siZiIsIjE3NTAxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5bb1c990c6e981d7,"MoMA, Floor 2, 2 South"
61804,"Still Life from the series Dix Pochoirs",4609,"published 1921",Pochoir,"composition: 8 3/8 x 10 5/8" (21.3 x 27 cm); sheet: 8 7/8 x 11 7/16" (22.5 x 29.1 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/61804,https://www.moma.org/media/W1siZiIsIjEwMDgzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3535cd6942565be2,"MoMA, Floor 2, 2 South"
61845,"Day (Le Jour) from Dreams (Songes)",4840,1891,"One from a portfolio of six lithographs on chine appliqué","composition: 8 1/4 x 6 1/8" (20.9 x 15.5 cm); sheet: 17 3/16 x 12 3/16" (43.6 x 30.9 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/61845,https://www.moma.org/media/W1siZiIsIjk2NjAwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=cab07fd16818ff21,"MoMA, Floor 2, 2 South"
62014,"Young Woman Contemplating a Goldfish Bowl (Jeune femme contemplant un bocal de poissons rouges)",3832,1929,"Etching with chine collé","plate: 3 15/16 x 5 7/8" (10 x 15 cm); sheet: 11 x 15 1/16" (28 x 38.2 cm)",Print,"Drawings & Prints",1951-01-30,https://www.moma.org/collection/works/62014,https://www.moma.org/media/W1siZiIsIjE2NDA0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=de26deb3dbb64886,"MoMA, Floor 5, 506"
62040,"Pierrot and Red Harlequin, Standing from the series Dix Pochoirs",4609,"published 1921",Pochoir,"composition: 10 13/16 x 8 3/8" (27.5 x 21.3 cm); sheet: 12 x 9 3/8" (30.5 x 23.8 cm)",Print,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/62040,https://www.moma.org/media/W1siZiIsIjEwMDgzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a3f5f26cf2b53264,"MoMA, Floor 2, 2 South"
62093,"Head of a Young Girl and Two Goldfish (ête de jeune fille et deux cyprins dorés)",3832,1929,"Etching with chine collé","plate: 3 9/16 x 4 15/16" (9.1 x 12.5 cm); sheet: 11 x 14 13/16" (28 x 37.7 cm)",Print,"Drawings & Prints",1951-01-30,https://www.moma.org/collection/works/62093,https://www.moma.org/media/W1siZiIsIjE2NDA0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=574ffb74f85d76d4,"MoMA, Floor 5, 506"
62197,"Young Woman, Goldfish and Checkered Cloth (Jeune femme, poissons rouges et nappe à carreaux)",3832,1929,"Etching with chine collé","plate: 5 1/16 x 7 1/16" (12.8 x 17.9 cm); sheet: 11 x 14 15/16" (28 x 38 cm)",Print,"Drawings & Prints",1951-01-30,https://www.moma.org/collection/works/62197,https://www.moma.org/media/W1siZiIsIjE2NDA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=50d267f506f6fe8b,"MoMA, Floor 5, 506"
62223,"Head Leaning and Goldfish Bowl (Tête penchée et bocal de poissons)",3832,1929,"Etching with chine collé","plate: 5 13/16 x 7 11/16" (14.8 x 19.6cm); sheet: 11 x 14 15/16" (28 x 38cm)",Print,"Drawings & Prints",1951-01-30,https://www.moma.org/collection/works/62223,https://www.moma.org/media/W1siZiIsIjE2NDMwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=17f9fc197061d9a5,"MoMA, Floor 5, 506"
62298,"Young Woman with Black Eyes Staring at an Aquarium (Jeune femme aux yeux noirs fixant un aquarium)",3832,1929,"Etching with chine collé","plate: 3 5/8 x 4 7/8" (9.2 x 12.4 cm); sheet: 11 x 15" (28 x 38.1 cm)",Print,"Drawings & Prints",1951-01-30,https://www.moma.org/collection/works/62298,https://www.moma.org/media/W1siZiIsIjE2NDA2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7c73b531f02826fc,"MoMA, Floor 5, 506"
62419,"TV Antennae",5366,1953,Screenprint,"composition (irreg.): 16 3/16 x 36 15/16" (41.1 x 93.8 cm); sheet: 25 1/8 x 38 3/4" (63.8 x 98.4 cm)",Print,"Drawings & Prints",1963-02-13,https://www.moma.org/collection/works/62419,https://www.moma.org/media/W1siZiIsIjUxODU3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cfb46a8fffd606c6,"MoMA, Floor 5, 519"
62894,"Announcer (Ansager) from Figurines: The Three-Dimensional Design of the Electro-Mechanical Show Victory over the Sun (Figurinen, die plastische Gestaltung der elektro-mechanischen Schau Sieg über die Sonne)",3569,"1920–21, published 1923","One from a portfolio of ten lithographs","composition (irreg.): 13 3/4 x 11 7/8" (35 x 30.2 cm); sheet: 21 x 18" (53.3 x 45.7 cm)",Print,"Drawings & Prints",1944-09-27,https://www.moma.org/collection/works/62894,https://www.moma.org/media/W1siZiIsIjIxNzY2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=524bb55402bebaca,"MoMA, Floor 5, 505"
