Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,"Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"Ferdinandsbrücke Project, Vienna, Austria (Elevation, preliminary version)","Otto Wagner",6210,"(Austrian, 1841–1918)",(Austrian),(1841),(1918),(male),1896,"Ink and cut-and-pasted painted pages on paper","19 1/8 x 66 1/2" (48.6 x 168.9 cm)","Fractional and promised gift of Jo Carole and Ronald S. Lauder",885.1996,Architecture,"Architecture & Design",1996-04-09,yes,2,https://www.moma.org/collection/works/2,https://www.moma.org/media/W1siZiIsIjUyNzc3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=712ac0fd74ea5bd5,NULL,NULL,NULL,NULL,48.60,NULL,NULL,168.90,NULL,NULL
"City of Music, National Superior Conservatory of Music and Dance, Paris, France, View from interior courtyard","Christian de Portzamparc",7470,"(French, born 1944)",(French),(1944),NULL,(male),1987,"Paint and colored pencil on print","16 x 11 3/4" (40.6 x 29.8 cm)","Gift of the architect in honor of Lily Auchincloss",1.1995,Architecture,"Architecture & Design",1995-01-17,yes,3,https://www.moma.org/collection/works/3,https://www.moma.org/media/W1siZiIsIjUyNzM3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a2898fe0f088f196,NULL,NULL,NULL,NULL,40.64,NULL,NULL,29.85,NULL,NULL
"Villa project, outside Vienna, Austria (Elevation)","Emil Hoppe",7605,"(Austrian, 1876–1957)",(Austrian),(1876),(1957),(male),1903,"Graphite, pen, color pencil, ink, and gouache on tracing paper","13 1/2 x 12 1/2" (34.3 x 31.8 cm)","Gift of Jo Carole and Ronald S. Lauder",1.1997,Architecture,"Architecture & Design",1997-01-15,yes,4,https://www.moma.org/collection/works/4,https://www.moma.org/media/W1siZiIsIjUyNzM3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=baf3b82af676ad45,NULL,NULL,NULL,NULL,34.30,NULL,NULL,31.80,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Introductory panel to Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1980,"Photographic reproduction with colored synthetic laminate","20 x 20" (50.8 x 50.8 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",2.1995,Architecture,"Architecture & Design",1995-01-17,yes,5,https://www.moma.org/collection/works/5,https://www.moma.org/media/W1siZiIsIjUyNzQ3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6295e6698e3871fd,NULL,NULL,NULL,NULL,50.80,NULL,NULL,50.80,NULL,NULL
"Villa project, outside Vienna, Austria (Exterior perspective)","Emil Hoppe",7605,"(Austrian, 1876–1957)",(Austrian),(1876),(1957),(male),1903,"Graphite, color pencil, ink, and gouache on tracing paper","15 1/8 x 7 1/2" (38.4 x 19.1 cm)","Gift of Jo Carole and Ronald S. Lauder",2.1997,Architecture,"Architecture & Design",1997-01-15,yes,6,https://www.moma.org/collection/works/6,https://www.moma.org/media/W1siZiIsIjUyNzQ3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=96e3ccab203afa0d,NULL,NULL,NULL,NULL,38.40,NULL,NULL,19.10,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.1,Architecture,"Architecture & Design",1995-01-17,yes,7,https://www.moma.org/collection/works/7,https://www.moma.org/media/W1siZiIsIjUyNzUyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d172aa966e03ed80,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photographs","Each: 14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.1-24,Architecture,"Architecture & Design",1995-01-17,yes,8,https://www.moma.org/collection/works/8,https://www.moma.org/media/W1siZiIsIjUyNzUyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bb83636021a3bb91,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.10,Architecture,"Architecture & Design",1995-01-17,yes,9,https://www.moma.org/collection/works/9,NULL,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.11,Architecture,"Architecture & Design",1995-01-17,yes,10,https://www.moma.org/collection/works/10,https://www.moma.org/media/W1siZiIsIjUyNzUyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fd6cca6e5eaa12d8,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.12,Architecture,"Architecture & Design",1995-01-17,yes,11,https://www.moma.org/collection/works/11,https://www.moma.org/media/W1siZiIsIjUyNzUyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=02884d507ae8037a,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.13,Architecture,"Architecture & Design",1995-01-17,yes,12,https://www.moma.org/collection/works/12,https://www.moma.org/media/W1siZiIsIjUyNzUyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=87a368adbfb01ea1,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.14,Architecture,"Architecture & Design",1995-01-17,yes,13,https://www.moma.org/collection/works/13,https://www.moma.org/media/W1siZiIsIjUyNzUyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4abebadbac064a09,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.15,Architecture,"Architecture & Design",1995-01-17,yes,14,https://www.moma.org/collection/works/14,https://www.moma.org/media/W1siZiIsIjUyNzUyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0c521cdffde7d830,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.17,Architecture,"Architecture & Design",1995-01-17,yes,16,https://www.moma.org/collection/works/16,https://www.moma.org/media/W1siZiIsIjUyNzUyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0fad721785cf4354,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.18,Architecture,"Architecture & Design",1995-01-17,yes,17,https://www.moma.org/collection/works/17,https://www.moma.org/media/W1siZiIsIjUyNzUyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0260c6f2c6bafb0f,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.2,Architecture,"Architecture & Design",1995-01-17,yes,19,https://www.moma.org/collection/works/19,https://www.moma.org/media/W1siZiIsIjUyNzUzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0b3e1b840debe461,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.20,Architecture,"Architecture & Design",1995-01-17,yes,20,https://www.moma.org/collection/works/20,https://www.moma.org/media/W1siZiIsIjUyNzUzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=75933e7021d39d8b,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York , Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.21,Architecture,"Architecture & Design",1995-01-17,yes,21,https://www.moma.org/collection/works/21,https://www.moma.org/media/W1siZiIsIjUyNzUzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e9752349b0fb457b,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.22,Architecture,"Architecture & Design",1995-01-17,yes,22,https://www.moma.org/collection/works/22,https://www.moma.org/media/W1siZiIsIjUyNzUzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ecde94004dfe514b,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.23,Architecture,"Architecture & Design",1995-01-17,yes,23,https://www.moma.org/collection/works/23,https://www.moma.org/media/W1siZiIsIjUyNzUzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9de9474b5442dd74,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.24,Architecture,"Architecture & Design",1995-01-17,yes,24,https://www.moma.org/collection/works/24,https://www.moma.org/media/W1siZiIsIjUyNzUzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=282545adb64329df,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.3,Architecture,"Architecture & Design",1995-01-17,yes,25,https://www.moma.org/collection/works/25,https://www.moma.org/media/W1siZiIsIjUyNzUzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8c154153e68d9663,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.4,Architecture,"Architecture & Design",1995-01-17,yes,26,https://www.moma.org/collection/works/26,https://www.moma.org/media/W1siZiIsIjUyNzUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=594e5c3af08ba67c,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.5,Architecture,"Architecture & Design",1995-01-17,yes,27,https://www.moma.org/collection/works/27,https://www.moma.org/media/W1siZiIsIjUyNzUzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=68c4eb49459cf9d4,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.6,Architecture,"Architecture & Design",1995-01-17,yes,28,https://www.moma.org/collection/works/28,https://www.moma.org/media/W1siZiIsIjUyNzU0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bd0024459b6137cc,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.7,Architecture,"Architecture & Design",1995-01-17,yes,29,https://www.moma.org/collection/works/29,https://www.moma.org/media/W1siZiIsIjUyNzU0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7dcac19ddeb0b9ca,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.8,Architecture,"Architecture & Design",1995-01-17,yes,30,https://www.moma.org/collection/works/30,https://www.moma.org/media/W1siZiIsIjUyNzU0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4d671cca5198113c,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1976-77,"Gelatin silver photograph","14 x 18" (35.6 x 45.7 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",3.1995.9,Architecture,"Architecture & Design",1995-01-17,yes,31,https://www.moma.org/collection/works/31,https://www.moma.org/media/W1siZiIsIjUyNzU0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ded5689521f07c84,NULL,NULL,NULL,NULL,35.60,NULL,NULL,45.70,NULL,NULL
"Memorial to the Six Million Jewish Martyrs, project, New York City, New York, Perspective of central pier","Louis I. Kahn",2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(male),1968,"Charcoal and graphite on tracing paper","44 1/2 x 66" (113 x 167.6 cm)",Purchase,3.1997,Architecture,"Architecture & Design",1997-01-15,yes,32,https://www.moma.org/collection/works/32,https://www.moma.org/media/W1siZiIsIjUyNzU0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=80d55726c6ca40af,NULL,NULL,NULL,NULL,113.00,NULL,NULL,167.60,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Introductory panel to Episode 2: The Street (Border Crossing)","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1980,"Photographic reproduction with colored synthetic laminate","20 x 20" (50.8 X 50.8 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",4.1995,Architecture,"Architecture & Design",1995-01-17,yes,33,https://www.moma.org/collection/works/33,https://www.moma.org/media/W1siZiIsIjUyNzY0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c526747c1409c8f1,NULL,NULL,NULL,NULL,50.80,NULL,NULL,50.80,NULL,NULL
"Royal Hunting Tent, project, Exterior perspective","Marcel Kammerer",7607,"(Austrian, 1878–1969)",(Austrian),(1878),(1969),(male),1900,"Ink, graphite, watercolor, gouache, and airbrush on paper","18 7/8 x 12 3/8" (47.9 x 31.4 cm)","Gift of Jo Carole and Ronald S. Lauder",4.1997,Architecture,"Architecture & Design",1997-01-15,yes,34,https://www.moma.org/collection/works/34,https://www.moma.org/media/W1siZiIsIjUyNzY0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a7823fef5cca6ffe,NULL,NULL,NULL,NULL,47.90,NULL,NULL,31.40,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 2: The Street (Border Crossing)","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1978,"Ink, charcoal, graphite, cut-and-pasted photographic reproductions, Letraset type, and color pencil on tracing paper","24 x 322" (61 x 817.9 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",5.1995,Architecture,"Architecture & Design",1995-01-17,yes,35,https://www.moma.org/collection/works/35,NULL,NULL,NULL,NULL,NULL,60.96,NULL,NULL,817.88,NULL,NULL
"House in Krems, project, Krems, Austria, Elevation","Otto Schönthal",7608,"(Austrian, 1878–1961)",(Austrian),(1878),(1961),(male),1905,"Graphite, ink, watercolor, and metallic paint on paper","12 x 8 1/2" (30.5 x 21.6 cm)","Gift of Jo Carole and Ronald S. Lauder",5.1997,Architecture,"Architecture & Design",1997-01-15,yes,36,https://www.moma.org/collection/works/36,https://www.moma.org/media/W1siZiIsIjUyNzcwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ef833e4d6b38446b,NULL,NULL,NULL,NULL,30.50,NULL,NULL,21.60,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Introductory panel to Episode 3: The Tower (The Fall)","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1980,"Photographic reproduction with colored synthetic laminate","20 x 20"(50.8 x 50.8 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",6.1995,Architecture,"Architecture & Design",1995-01-17,yes,38,https://www.moma.org/collection/works/38,https://www.moma.org/media/W1siZiIsIjUyNzcxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ab3cb4352bfb394f,NULL,NULL,NULL,NULL,50.80,NULL,NULL,50.80,NULL,NULL
"Imperial Post Office, Teschen, Austria (Elevation)","Otto Schönthal",7608,"(Austrian, 1878–1961)",(Austrian),(1878),(1961),(male),1906,"Pencil, ink, colored pencil, and gouache on paper","11 5/8 x 14 1/8" (29.6 x 35.8 cm)","Gift of Jo Carole and Ronald S. Lauder",6.1997,Architecture,"Architecture & Design",1997-01-15,yes,39,https://www.moma.org/collection/works/39,NULL,NULL,NULL,NULL,NULL,29.60,NULL,NULL,35.80,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1979,"Ink on tracing paper","48 x 24" (121.9 x 61 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",7.1995.1,Architecture,"Architecture & Design",1995-01-17,yes,41,https://www.moma.org/collection/works/41,https://www.moma.org/media/W1siZiIsIjUyNzc0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=42c2744af4689bf3,NULL,NULL,NULL,NULL,121.90,NULL,NULL,61.00,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1979,"Ink and transfer on tracing paper","Each: 48 x 24" (121.9 x 61 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",7.1995.1-9,Architecture,"Architecture & Design",1995-01-17,yes,42,https://www.moma.org/collection/works/42,https://www.moma.org/media/W1siZiIsIjUyNzc0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=41e49bdddfb523b2,NULL,NULL,NULL,NULL,121.92,NULL,NULL,60.96,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1979,"Ink on tracing paper","48 x 24" (121.9 x 61 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",7.1995.2,Architecture,"Architecture & Design",1995-01-17,yes,43,https://www.moma.org/collection/works/43,https://www.moma.org/media/W1siZiIsIjUyNzc0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d65e9ed89c3c9316,NULL,NULL,NULL,NULL,121.90,NULL,NULL,61.00,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1980,"Ink on tracing paper","48 x 24" (121.9 x 61 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",7.1995.3,Architecture,"Architecture & Design",1995-01-17,yes,44,https://www.moma.org/collection/works/44,https://www.moma.org/media/W1siZiIsIjUyNzc0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=736e886ced660c1b,NULL,NULL,NULL,NULL,121.90,NULL,NULL,61.00,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1979,"Ink on tracing paper","48 x 24" (121.9 x 61 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",7.1995.4,Architecture,"Architecture & Design",1995-01-17,yes,45,https://www.moma.org/collection/works/45,https://www.moma.org/media/W1siZiIsIjUyNzc0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=874a15e8c11a1aad,NULL,NULL,NULL,NULL,121.90,NULL,NULL,61.00,NULL,NULL
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1979,"Ink on tracing paper","48 x 24" (121.9 x 61 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss",7.1995.5,Architecture,"Architecture & Design",1995-01-17,yes,46,https://www.moma.org/collection/works/46,https://www.moma.org/media/W1siZiIsIjUyNzc0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7d7a1071dabdc9f9,NULL,NULL,NULL,NULL,121.90,NULL,NULL,61.00,NULL,NULL
