Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,"Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"Lewis Thomas Laboratory for Molecular Biology, Princeton University, Princeton, New Jersey, Preliminary study of entrance and elevation","Venturi, Rauch and Scott Brown, Robert Venturi, John Rauch, Denise Scott Brown","8215, 6132, 8214, 8216","(American, established 1980) (American, 1925–2018) (American, born 1930) (American, born Zambia, 1931)","(American) (American) (American) (American)","(1980) (1925) (1930) (1931)","(0) (2018) (0) (0)","() (male) (male) (female)",1983,"Felt-tipped pen on tracing paper","12 x 28 (30.5 x 71.1 cm)","Gift of Venturi, Rauch and Scott Brown, Inc.",124.1988,Architecture,"Architecture & Design",1988-04-27,yes,215,https://www.moma.org/collection/works/215,https://www.moma.org/media/W1siZiIsIjUyNzA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a0d5a49a73491253,NULL,NULL,NULL,NULL,30.48,NULL,NULL,71.12,NULL,NULL
"Center for Applied Computer Research, Las Promesas, Mexico, Site plan","Emilio Ambasz",141,"(Argentine, born 1943)",(Argentine),(1943),NULL,(male),1975,"Ink and photostat on acetate","37 1/2 x 37 5/8" (95.3 x 95.6 cm)","Gift of the architect",131.1992,Architecture,"Architecture & Design",1992-01-15,yes,219,https://www.moma.org/collection/works/219,https://www.moma.org/media/W1siZiIsIjUyNzM5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4cd3fcc6fee186b3,NULL,NULL,NULL,NULL,95.30,NULL,NULL,95.60,NULL,NULL
"Hospital: House of Hope, Houses of Birth, Houses of No Return, project, Venice, Italy, Sectional perspective","Raimund Abraham",47,"(American, born Austria. 1933–2010)",(American),(1933),(2010),(male),1979,"Color pencil, graphite, and gouache","27 1/4 x 32 3/4" (69.2 x 83.2 cm)
","Gift of Dorothy and Leroy Lavine",131.1995,Architecture,"Architecture & Design",1995-05-09,yes,220,https://www.moma.org/collection/works/220,https://www.moma.org/media/W1siZiIsIjUyNzM5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=98e040b5336cd173,NULL,NULL,NULL,NULL,69.22,NULL,NULL,83.19,NULL,NULL
"Church on the Water, Tomamu, Hokkaido, Japan (Elevation and plan)","Tadao Ando",7055,"(Japanese, born 1941)",(Japanese),(1941),NULL,(male),1985–1988,"Crayon, graphite, color pencil","41 3/8 x 157 5/8" (105.1 x 400.4 cm)","Gift of the architect",137.1993,Architecture,"Architecture & Design",1993-05-04,yes,221,https://www.moma.org/collection/works/221,NULL,NULL,NULL,NULL,NULL,105.09,NULL,NULL,400.37,NULL,NULL
"Church on the Water, Tomamu, Hokkaido, Japan, Plan and sketch","Tadao Ando",7055,"(Japanese, born 1941)",(Japanese),(1941),NULL,(male),1985–1988,"Crayon on mulberry paper","12 1/8 x 17 1/2" (30.8 x 44.5 cm)","Gift of the architect",138.1993,Architecture,"Architecture & Design",1993-05-04,yes,222,https://www.moma.org/collection/works/222,https://www.moma.org/media/W1siZiIsIjUyNzQwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9da567fef92f7e8e,NULL,NULL,NULL,NULL,30.80,NULL,NULL,44.50,NULL,NULL
"Church on the Water, Tomamu, Hokkaido, Japan, Elevation and plan, sketch","Tadao Ando",7055,"(Japanese, born 1941)",(Japanese),(1941),NULL,(male),1985–1988,"Crayon and ink on paper","12 x 12 3/4" (30.5 x 32.4 cm)","Gift of the architect",139.1993,Architecture,"Architecture & Design",1993-05-04,yes,223,https://www.moma.org/collection/works/223,https://www.moma.org/media/W1siZiIsIjUyNzQwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d4be97ca7571a640,NULL,NULL,NULL,NULL,30.48,NULL,NULL,32.39,NULL,NULL
"Chikatsu-Asuka Historical Museum, Minami-Kawachi, Osaka, Japan, Exterior perspective","Tadao Ando",7055,"(Japanese, born 1941)",(Japanese),(1941),NULL,(male),"c. 1989-91","Graphite and crayon with scoring on paper","11 5/8 x 33 1/8" (29.5 x 84.1 cm)","Gift of the architect",140.1993,Architecture,"Architecture & Design",1993-05-04,yes,224,https://www.moma.org/collection/works/224,https://www.moma.org/media/W1siZiIsIjUyNzQwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7be82e4a0feae782,NULL,NULL,NULL,NULL,29.50,NULL,NULL,84.10,NULL,NULL
"Nara Convention Hall, Nara, Japan, Exterior perspective","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print","21 x 23" (53.3 x 58.4 cm)","Gift of the architect",142.1993,Architecture,"Architecture & Design",1993-05-04,yes,225,https://www.moma.org/collection/works/225,https://www.moma.org/media/W1siZiIsIjUyNzQwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=41c581efa88d8f9b,NULL,NULL,NULL,NULL,62.20,NULL,NULL,102.20,NULL,NULL
"Nara Convention Hall, Nara, Japan, South elevation","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print","21 5/8 x 37 3/8" (54.9 x 94.9 cm)","Gift of the architect",143.1993,Architecture,"Architecture & Design",1993-05-04,yes,226,https://www.moma.org/collection/works/226,https://www.moma.org/media/W1siZiIsIjUyNzQxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a54358c26dad9149,NULL,NULL,NULL,NULL,54.93,NULL,NULL,94.93,NULL,NULL
"Nara Convention Hall, Nara, Japan, Interior perpsective of lobby","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print","21 1/2 x 32 7/8" (54.6 x 83.5 cm)","Gift of the architect",144.1993,Architecture,"Architecture & Design",1993-05-04,yes,227,https://www.moma.org/collection/works/227,https://www.moma.org/media/W1siZiIsIjUyNzQxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2616f9228094aac9,NULL,NULL,NULL,NULL,62.20,NULL,NULL,102.20,NULL,NULL
"Nara Convention Hall, Nara, Japan, Interior perspective of main hall","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print","21 1/2 x 32 3/4" (54.6 x 83.2 cm)","Gift of the architect",145.1993,Architecture,"Architecture & Design",1993-05-04,yes,228,https://www.moma.org/collection/works/228,https://www.moma.org/media/W1siZiIsIjUyNzQxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=033a90838db60889,NULL,NULL,NULL,NULL,65.00,NULL,NULL,105.00,NULL,NULL
"Nara Convention Hall, Nara, Japan, West elevation","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print","21 1/2 x 37 3/8" (54.6 x 94.9 cm)","Gift of the architect",146.1993,Architecture,"Architecture & Design",1993-05-04,yes,229,https://www.moma.org/collection/works/229,https://www.moma.org/media/W1siZiIsIjUyNzQxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6b199f86497548f1,NULL,NULL,NULL,NULL,65.10,NULL,NULL,105.10,NULL,NULL
"Nara Convention Hall, Nara, Japan, Exterior perspective","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Synthetic polymer paint on computer-generated print","21 3/4 x 37 1/4" (55.2 x 94.6 cm) (comp.)","Gift of the architect",147.1993,Architecture,"Architecture & Design",1993-05-04,yes,230,https://www.moma.org/collection/works/230,https://www.moma.org/media/W1siZiIsIjUyNzQxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3018a0e5e04796ea,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Nara Convention Hall, Nara, Japan, Interior perspective of concert hall","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print. print","21 3/4 x 32 3/4" (55.2 x 83.2 cm)","Gift of the architect",148.1993,Architecture,"Architecture & Design",1993-05-04,yes,231,https://www.moma.org/collection/works/231,https://www.moma.org/media/W1siZiIsIjUyNzQxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9190859f5240cd24,NULL,NULL,NULL,NULL,65.00,NULL,NULL,105.00,NULL,NULL
"Contra-Construction Project (Axonometric)","Theo van Doesburg, Cornelis van Eesteren","6076, 8112","(Dutch, 1883–1931) (Dutch, 1897–1988)","(Dutch) (Dutch)","(1883) (1897)","(1931) (1988)","(male) (male)",1923,"Gouache on lithograph","22 1/2 x 22 1/2" (57.2 x 57.2 cm)","Gift of Edgar Kaufmann, Jr.",149.1947,Architecture,"Architecture & Design",1947-06-17,yes,232,https://www.moma.org/collection/works/232,https://www.moma.org/media/W1siZiIsIjE2MjY1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=382c1bdc02f920d1,NULL,NULL,NULL,NULL,57.20,NULL,NULL,57.20,NULL,NULL
"Nara Convention Hall, Nara, Japan, Sketches of main hall","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Ink on tracing paper","12 x 33 1/8" (30.5 x 84.1 cm)","Gift of the architect",149.1993,Architecture,"Architecture & Design",1993-05-04,yes,233,https://www.moma.org/collection/works/233,https://www.moma.org/media/W1siZiIsIjUyNzQyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d8720d82cc1ab0e4,NULL,NULL,NULL,NULL,30.50,NULL,NULL,84.10,NULL,NULL
"Nara Convention Hall, Nara, Japan, Sketches for main hall","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Felt-tipped pen on tracing paper","12 x 33 1/4" (30.5 x 84.5 cm)","Gift of the architect",150.1993,Architecture,"Architecture & Design",1993-05-04,yes,235,https://www.moma.org/collection/works/235,https://www.moma.org/media/W1siZiIsIjUyNzQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=699642f822503a58,NULL,NULL,NULL,NULL,30.50,NULL,NULL,84.50,NULL,NULL
"Nara Convention Hall, Nara, Japan, Site-plan sketch","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Ink on tracing paper","12 x 19 1/2" (30.5 x 49.5 cm)","Gift of the architect",151.1993,Architecture,"Architecture & Design",1993-05-04,yes,237,https://www.moma.org/collection/works/237,https://www.moma.org/media/W1siZiIsIjUyNzQyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f76d1618130bad26,NULL,NULL,NULL,NULL,30.50,NULL,NULL,49.50,NULL,NULL
"Nara Convention Hall, Nara, Japan, Perspective sketches for plaza and entrance lobby","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Color ink on tracing paper","12 x 19 5/8" (30.5 x 49.9 cm) (comp.)","Gift of the architect",152.1993,Architecture,"Architecture & Design",1993-05-04,yes,238,https://www.moma.org/collection/works/238,https://www.moma.org/media/W1siZiIsIjUyNzQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ee75a46d765534ec,NULL,NULL,NULL,NULL,30.50,NULL,NULL,49.90,NULL,NULL
"Nara Convention Hall, Nara, Japan, Preliminary sketches","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Ink on tracing paper","12 x 33 1/2" (30.5 x 85.1 cm)","Gift of the architect",153.1993,Architecture,"Architecture & Design",1993-05-04,yes,239,https://www.moma.org/collection/works/239,https://www.moma.org/media/W1siZiIsIjUyNzQzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ee2005028bc63bb6,NULL,NULL,NULL,NULL,30.50,NULL,NULL,85.10,NULL,NULL
"Parc de la Villette, Paris, France (Exterior perspectives, sketch)","Bernard Tschumi",7056,"(French and Swiss, born Switzerland 1944)",NULL,(1944),NULL,(male),1983,"Ink on paper","11 5/8 x 16 1/2" (29.5 x 41.9 cm)","Gift of Barbara Pine",154.1993,Architecture,"Architecture & Design",1993-05-04,yes,240,https://www.moma.org/collection/works/240,https://www.moma.org/media/W1siZiIsIjUyNzQzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bd9c57a5972d942d,NULL,NULL,NULL,NULL,29.53,NULL,NULL,41.91,NULL,NULL
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Perspectives, plans, and elevations","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1915-17,Lithograph,NULL,"Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.1-36,Architecture,"Architecture & Design",1993-05-04,no,241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"American System-Built Houses for The Richards Company project (Exterior perspective of model D101)","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1915–1917,Lithograph,"11 x 8 1/2" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.13,Architecture,"Architecture & Design",1993-05-04,yes,242,https://www.moma.org/collection/works/242,https://www.moma.org/media/W1siZiIsIjUyNzQzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dadfba01036db451,NULL,NULL,NULL,NULL,27.90,NULL,NULL,21.60,NULL,NULL
"American System-Built Houses for The Richards Company project (Exterior perspective of model E3)","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1915–1917,Lithograph,"11 x 8 5/8" (27.9 x 21.9 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.14,Architecture,"Architecture & Design",1993-05-04,yes,243,https://www.moma.org/collection/works/243,https://www.moma.org/media/W1siZiIsIjUyNzQzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a600a2069ba88071,NULL,NULL,NULL,NULL,27.90,NULL,NULL,21.90,NULL,NULL
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Isometric plan of model J400","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),"c. 1915-17",Lithograph,"11 1/8 × 8 1/2" (28.3 × 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.15,Architecture,"Architecture & Design",1993-05-04,yes,244,https://www.moma.org/collection/works/244,https://www.moma.org/media/W1siZiIsIjUyNzQzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8429eb0ab7b5ed30,NULL,NULL,NULL,NULL,28.26,NULL,NULL,21.59,NULL,NULL
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Isometric plan of model J900","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),"c. 1915-17",Lithograph,"11 × 8 5/8" (27.9 × 21.9 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.16,Architecture,"Architecture & Design",1993-05-04,yes,245,https://www.moma.org/collection/works/245,https://www.moma.org/media/W1siZiIsIjUyNzQzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e0dd4cf35aa5a63a,NULL,NULL,NULL,NULL,27.94,NULL,NULL,21.91,NULL,NULL
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Perpsective of model J902","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),"c. 1915-17",Lithograph,"11 x 8 1/2" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.17,Architecture,"Architecture & Design",1993-05-04,yes,246,https://www.moma.org/collection/works/246,https://www.moma.org/media/W1siZiIsIjUyNzQ0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f569c0f9bc4681f5,NULL,NULL,NULL,NULL,27.90,NULL,NULL,21.60,NULL,NULL
"American System-Built Houses for The Richards Company project, (Plan oblique of unspecified model)","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1915–1917,Lithograph,"11 x 8 1/2" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.18,Architecture,"Architecture & Design",1993-05-04,yes,247,https://www.moma.org/collection/works/247,https://www.moma.org/media/W1siZiIsIjUyNzQ0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ff56a19fdbdc9607,NULL,NULL,NULL,NULL,27.90,NULL,NULL,21.60,NULL,NULL
"American System-Built Houses for The Richards Company project (Perspective of model A221)","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1915–1917,Lithograph,"11 1/8 x 8 5/8" (28.3 x 21.9 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.2,Architecture,"Architecture & Design",1993-05-04,yes,248,https://www.moma.org/collection/works/248,https://www.moma.org/media/W1siZiIsIjUyNzQ0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=52bcdb5858dd077e,NULL,NULL,NULL,NULL,28.30,NULL,NULL,21.90,NULL,NULL
"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Perspective of model A243","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),"c. 1915-17",Lithograph,"11 x 8 1/2" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.4,Architecture,"Architecture & Design",1993-05-04,yes,249,https://www.moma.org/collection/works/249,https://www.moma.org/media/W1siZiIsIjUyNzQ0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f6ba6f09bd64859a,NULL,NULL,NULL,NULL,27.90,NULL,NULL,21.60,NULL,NULL
"American System-Built Houses for The Richards Company project (Exterior perspective of model B23)","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1915–1917,Lithograph,"11 x 8 1/2" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.6,Architecture,"Architecture & Design",1993-05-04,yes,250,https://www.moma.org/collection/works/250,https://www.moma.org/media/W1siZiIsIjUyNzQ0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ca8ec17bbbf58f47,NULL,NULL,NULL,NULL,61.60,NULL,NULL,21.60,NULL,NULL
"Ibirapuera Park project, São Paulo, Brazil (Site plan)","Oscar Niemeyer, Roberto Burle Marx","8103, 6934","(Brazilian, 1907–2012) (Brazilian, 1909–1994)","(Brazilian) (Brazilian)","(1907) (1909)","(2012) (1994)","(male) (male)",1953,"Gouache and graphite on board","39 1/2  x  59 1/2" (100.3 x 151.1 cm)","Gift of Roblee McCarthy, Jr. Fund and Lily Auchincloss Fund",157.1991,Architecture,"Architecture & Design",1991-06-04,yes,252,https://www.moma.org/collection/works/252,https://www.moma.org/media/W1siZiIsIjI4NDc1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=76b8af866060f552,NULL,NULL,NULL,NULL,100.30,NULL,NULL,151.10,NULL,NULL
"Ibirapuera Park Project, São Paulo, Brazil (Perspective)","Oscar Niemeyer, Roberto Burle Marx","8103, 6934","(Brazilian, 1907–2012) (Brazilian, 1909–1994)","(Brazilian) (Brazilian)","(1907) (1909)","(2012) (1994)","(male) (male)",1953,"Gouache on board","39 x 59 1/2" (99.1 x 151.1 cm)","Gift of Roblee McCarthy, Jr. Fund and Lily Auchincloss Fund",158.1991,Architecture,"Architecture & Design",1991-06-04,yes,253,https://www.moma.org/collection/works/253,https://www.moma.org/media/W1siZiIsIjI4NDc1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b38b08074c770efc,NULL,NULL,NULL,NULL,99.10,NULL,NULL,151.10,NULL,NULL
"Prototype Architecture School No. 5, project, Los Angeles, California, Elevations","Neil M. Denari",7933,"(American, born 1957)",(American),(1957),NULL,(male),1992,"Ink, airbrush, and cut-and-pasted printed self-adhesive polymer sheet on frosted polymer sheet","24 1/2 x 33 1/16" (62.2 x 84 cm)","Ralph Fehlbaum Purchase Fund",191.1998,Architecture,"Architecture & Design",1998-04-22,yes,255,https://www.moma.org/collection/works/255,https://www.moma.org/media/W1siZiIsIjUyNzk2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=50bf4cc442ede240,NULL,NULL,NULL,NULL,62.20,NULL,NULL,84.00,NULL,NULL
"Bismarck Monument, project, Bingen, Germany, Perspective view of courtyard","Ludwig Mies van der Rohe",7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1910,"Gouache on linen","55 1/2 x 94 1/2" (141 x 240 cm)","Rob Beyer Purchase Fund, Edward Larrabee Barnes Purchase Fund, Marcel Breuer Purchase Fund, and Philip Johnson Purchase Fund",192.1998,Architecture,"Architecture & Design",1998-04-22,yes,256,https://www.moma.org/collection/works/256,https://www.moma.org/media/W1siZiIsIjUyNzk2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b0225329931c7e3b,NULL,NULL,NULL,NULL,141.00,NULL,NULL,240.00,NULL,NULL
"Simulated Dwelling for a Family of Five Project","David Jacob",2864,"(American, born 1928)",(American),(1928),NULL,(male),1970,"Fiberglass, polyester resin, metal, paper, plastic and synthetic polymer paint","28 x 34 3/8 x 34 3/8" (71.1 x 87.3 x 87.3 cm)","Estée and Joseph Lauder Design Fund",194.1973,Architecture,"Architecture & Design",1973-05-08,yes,257,https://www.moma.org/collection/works/257,https://www.moma.org/media/W1siZiIsIjIyODY1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0f4261daac246e9b,"MoMA, Floor 4, 417",NULL,87.31,NULL,71.12,NULL,NULL,87.31,NULL,NULL
"Gotthard Bank, Lugano, Switzerland, Perspective","Mario Botta",696,"(Swiss, born 1943)",(Swiss),(1943),NULL,(male),1986,"Pen and ink on paper","37 1/4 x 37 1/4" (94.6 x 94.6 cm)","Gift of Banca del Gottardo",206.1987,Architecture,"Architecture & Design",1987-05-27,yes,258,https://www.moma.org/collection/works/258,https://www.moma.org/media/W1siZiIsIjUyNjY5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4e035282d4883088,NULL,NULL,NULL,NULL,94.60,NULL,NULL,94.60,NULL,NULL
"Gotthard Bank, Lugano, Switzerland, Elevation","Mario Botta",696,"(Swiss, born 1943)",(Swiss),(1943),NULL,(male),c.1985,"Colored pencil on print","22 7/8 x 37 1/4" (58.1 x 94.6 cm)","Gift of Banca del Gottardo",207.1987,Architecture,"Architecture & Design",1987-05-27,yes,259,https://www.moma.org/collection/works/259,https://www.moma.org/media/W1siZiIsIjUyNjcwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eba9444e25e284be,NULL,NULL,NULL,NULL,58.10,NULL,NULL,94.60,NULL,NULL
"Gotthard Bank, Lugano, Switzerland, West elevation","Mario Botta",696,"(Swiss, born 1943)",(Swiss),(1943),NULL,(male),1985,"Color pencil on print","11 3/4 x 54 1/2" (29.8 x 138.4 cm)","Gift of Banca del Gottardo",208.1987,Architecture,"Architecture & Design",1987-05-27,yes,260,https://www.moma.org/collection/works/260,https://www.moma.org/media/W1siZiIsIjUyNjcwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d10f2c3dda56ff37,NULL,NULL,NULL,NULL,29.80,NULL,NULL,138.40,NULL,NULL
"Gotthard Bank, Lugano, Switzerland, Preliminary sketch","Mario Botta",696,"(Swiss, born 1943)",(Swiss),(1943),NULL,(male),Unknown,"Graphite on tracing paper","12 x 28" (30.5 x 71.1 cm)","Gift of Banca del Gottardo",209.1987,Architecture,"Architecture & Design",1987-05-27,yes,261,https://www.moma.org/collection/works/261,https://www.moma.org/media/W1siZiIsIjM0MDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAxMDI0eDEwMjRcdTAwM2UiXV0.jpg?sha=c8d9fa3decb70d28,NULL,NULL,NULL,NULL,30.50,NULL,NULL,71.10,NULL,NULL
"Gotthard Bank, Lugano, Switzerland (Preliminary sketch)","Mario Botta",696,"(Swiss, born 1943)",(Swiss),(1943),NULL,(male),1982–1986,"Graphite on tracing paper",".1: 12 x 10 3/4" (30.5 x 27.3 cm)
.2: 12 x 8 5/8"  (30.5 x 22 cm)","Gift of Banca del Gottardo",210.1987.1-2,Architecture,"Architecture & Design",1987-05-27,yes,262,https://www.moma.org/collection/works/262,https://www.moma.org/media/W1siZiIsIjM0MDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAxMDI0eDEwMjRcdTAwM2UiXV0.jpg?sha=c8d9fa3decb70d28,NULL,NULL,NULL,NULL,30.50,NULL,NULL,27.30,NULL,NULL
